罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,松戸,栄町,122076,千葉県,松戸市,栄町西３丁目,20240219,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,岩名２丁目,20240309,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,尾崎,20240307,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,中里,20240527,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,蕃昌,20241106,18,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,船形,20240810,21,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,船形,20241020,0,その他,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,谷津,20240810,10,その他,その他,キーなし,なし,その他
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,岡田,20240525,11,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,光葉町１丁目,20240216,3,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,光葉町１丁目,20240307,22,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,野田,川間駅前,122084,千葉県,野田市,光葉町２丁目,20240213,23,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,堤根,20240131,0,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,堤根,20240215,2,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,堤根,20240214,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,堤根,20241128,18,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,花井,20240308,22,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,花井１丁目,20240311,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241127,20,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎貝塚町,20240410,21,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎梅の台,20240118,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,みずき４丁目,20240118,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,みずき４丁目,20240919,11,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,木間ケ瀬,20240321,11,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎新町,20240315,3,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20240405,23,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20240523,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,堤台,20240307,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,鶴奉,20240330,16,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,鶴奉,20241104,3,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240307,9,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240704,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,桜の里１丁目,20240508,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,桜の里３丁目,20240309,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,桜の里３丁目,20240307,17,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,桜の里３丁目,20240513,19,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,野田,野田市駅前,122084,千葉県,野田市,つつみ野２丁目,20240125,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,二川,122084,千葉県,野田市,柏寺,20240408,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,二川,122084,千葉県,野田市,木間ケ瀬,20240203,6,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,野田,二川,122084,千葉県,野田市,木間ケ瀬,20240510,2,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,二川,122084,千葉県,野田市,木間ケ瀬,20230815,23,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,野田,二川,122084,千葉県,野田市,木間ケ瀬,20240707,13,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,二川,122084,千葉県,野田市,木間ケ瀬,20241003,1,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,野田,二川,122084,千葉県,野田市,木間ケ瀬,20241109,11,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,野田,二川,122084,千葉県,野田市,平井,20241024,8,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,二川,122084,千葉県,野田市,なみき３丁目,20240510,3,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,野田,二川,122084,千葉県,野田市,なみき３丁目,20241210,15,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,野田,東部,122084,千葉県,野田市,鶴奉,20241005,15,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野田,東部,122084,千葉県,野田市,鶴奉,20241005,15,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野田,船形,122084,千葉県,野田市,船形,20240525,20,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,柏,旭町,122173,千葉県,柏市,あけぼの５丁目,20240414,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,旭町,122173,千葉県,柏市,あけぼの５丁目,20240807,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,旭町,122173,千葉県,柏市,旭町８丁目,20241024,1,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,柏,旭町,122173,千葉県,柏市,篠籠田,20240314,1,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,旭町,122173,千葉県,柏市,篠籠田,20240725,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,旭町,122173,千葉県,柏市,新富町２丁目,20241203,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,柏,旭町,122173,千葉県,柏市,豊四季,20240403,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,大津ヶ丘,122173,千葉県,柏市,大島田,20240228,0,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,大津ヶ丘,122173,千葉県,柏市,手賀の杜５丁目,20240926,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,柏駅前,122173,千葉県,柏市,東１丁目,20240214,17,その他,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,柏駅前,122173,千葉県,柏市,柏,20240208,9,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,柏駅前,122173,千葉県,柏市,富里２丁目,20241128,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,北柏駅前,122173,千葉県,柏市,宿連寺,20240817,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,高田原,122173,千葉県,柏市,十余二,20241028,20,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,柏,高田原,122173,千葉県,柏市,西原６丁目,20240815,14,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,柏,豊四季駅前,122173,千葉県,柏市,豊上町,20240228,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,花野井,122173,千葉県,柏市,大室,20241205,19,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,柏,花野井,122173,千葉県,柏市,大室１丁目,20240520,20,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,花野井,122173,千葉県,柏市,大室１丁目,20240918,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,花野井,122173,千葉県,柏市,大室２丁目,20240229,3,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,柏,花野井,122173,千葉県,柏市,小青田１丁目,20231229,3,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,光ヶ丘,122173,千葉県,柏市,今谷上町,20240912,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,光ヶ丘,122173,千葉県,柏市,今谷上町,20241127,0,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,光ヶ丘,122173,千葉県,柏市,中新宿３丁目,20240118,20,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,光ヶ丘,122173,千葉県,柏市,光ケ丘４丁目,20240708,10,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,増尾駅前,122173,千葉県,柏市,増尾２丁目,20240904,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,増尾駅前,122173,千葉県,柏市,増尾６丁目,20240816,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,松葉町,122173,千葉県,柏市,篠籠田,20240916,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,松葉町,122173,千葉県,柏市,篠籠田,20240916,18,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,松葉町,122173,千葉県,柏市,篠籠田,20241015,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,柏,松葉町,122173,千葉県,柏市,十余二,20240819,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,柏,松葉町,122173,千葉県,柏市,船戸,20241106,23,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,柏,緑ヶ丘,122173,千葉県,柏市,柏,20240426,6,一戸建住宅,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,柏,緑ヶ丘,122173,千葉県,柏市,千代田１丁目,20240403,14,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,柏,緑ヶ丘,122173,千葉県,柏市,戸張,20240418,15,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,緑ヶ丘,122173,千葉県,柏市,豊住３丁目,20241001,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,南柏駅前,122173,千葉県,柏市,南柏２丁目,20240928,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,南柏駅前,122173,千葉県,柏市,吉野沢,20240312,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,南増尾,122173,千葉県,柏市,逆井,20240712,19,その他,その他,キーなし,あり,貨物自動車
窃盗,自動車盗,柏,新柏,122173,千葉県,柏市,名戸ケ谷,20240309,2,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,柏,新柏,122173,千葉県,柏市,新柏３丁目,20240615,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,高柳,122173,千葉県,柏市,しいの木台５丁目,20241018,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,高柳,122173,千葉県,柏市,高柳,不明,不明,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,柏,高柳,122173,千葉県,柏市,高柳,20241003,3,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,高柳,122173,千葉県,柏市,高柳,20241124,18,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,高柳,122173,千葉県,柏市,南高柳,20240131,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,柏,柏の葉キャンパス,122173,千葉県,柏市,若柴,20240223,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,柏の葉キャンパス,122173,千葉県,柏市,若柴,20240508,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,柏の葉キャンパス,122173,千葉県,柏市,若柴,20240929,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,柏の葉キャンパス,122173,千葉県,柏市,若柴,20241014,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,柏の葉キャンパス,122173,千葉県,柏市,若柴,20241026,22,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,柏,柏の葉キャンパス,122173,千葉県,柏市,若柴,20241101,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,柏の葉キャンパス,122173,千葉県,柏市,若柴,20241207,21,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,その他
窃盗,自動車盗,柏,泉,122173,千葉県,柏市,泉,不明,不明,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,柏,泉,122173,千葉県,柏市,鷲野谷,20240926,22,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,船戸,122173,千葉県,柏市,船戸２丁目,20240118,20,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,柏,船戸,122173,千葉県,柏市,船戸３丁目,20240801,23,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,佐倉,署所在地,122301,千葉県,八街市,八街ほ,20240603,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,八街幹部,122301,千葉県,八街市,八街に,20240625,14,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,佐倉,八街幹部,122301,千葉県,八街市,八街ほ,20240403,21,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,八街幹部,122301,千葉県,八街市,八街ほ,20241111,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,臼井,122122,千葉県,佐倉市,臼井,20240706,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,佐倉,臼井,122122,千葉県,佐倉市,生谷,不明,不明,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,臼井,122122,千葉県,佐倉市,生谷,20241209,6,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,臼井,122122,千葉県,佐倉市,王子台５丁目,20240428,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,臼井,122122,千葉県,佐倉市,王子台６丁目,20240107,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,臼井,122122,千葉県,佐倉市,王子台６丁目,20240423,6,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,佐倉,臼井,122122,千葉県,佐倉市,染井野５丁目,20240723,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,京成佐倉駅前,122122,千葉県,佐倉市,大蛇町,20240225,16,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,京成佐倉駅前,122122,千葉県,佐倉市,鍋山町,20240924,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,京成佐倉駅前,122122,千葉県,佐倉市,弥勒町,20240512,18,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,佐倉駅前,122122,千葉県,佐倉市,小篠塚,20240405,22,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,佐倉,佐倉駅前,122122,千葉県,佐倉市,城,20240629,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,佐倉駅前,122122,千葉県,佐倉市,六崎,20240118,7,その他,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,佐倉,酒々井,123226,千葉県,酒々井町,酒々井,20240126,不明,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,酒々井,123226,千葉県,酒々井町,下台,20240511,6,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,酒々井,123226,千葉県,酒々井町,墨,20240118,16,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,京成志津駅前,122122,千葉県,佐倉市,上志津,20241031,10,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,京成志津駅前,122122,千葉県,佐倉市,上志津原,20240222,19,その他,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,佐倉,ユーカリが丘,122122,千葉県,佐倉市,上座,20241028,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,ユーカリが丘,122122,千葉県,佐倉市,上座,20241101,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,ユーカリが丘,122122,千葉県,佐倉市,西ユーカリが丘４丁目,20240409,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,佐倉,榎戸,122301,千葉県,八街市,文違,20240611,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,榎戸,122301,千葉県,八街市,文違,20240605,12,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,吉倉,122301,千葉県,八街市,八街い,20240126,14,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,佐倉,吉倉,122301,千葉県,八街市,吉倉,20241025,21,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,八街駅前,122301,千葉県,八街市,八街に,20241212,19,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,佐倉,弥富,122122,千葉県,佐倉市,坂戸,不明,不明,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,和田,122122,千葉県,佐倉市,下勝田,20240514,0,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,和田,122122,千葉県,佐倉市,下勝田,20240509,22,一戸建住宅,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,佐倉,西林,122301,千葉県,八街市,八街い,20240613,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,西林,122301,千葉県,八街市,八街い,20241031,1,一戸建住宅,駐車（輪）場,キーなし,なし,その他
窃盗,自動車盗,成田,赤坂,122114,千葉県,成田市,はなのき台２丁目,20240920,1,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,成田,栄,123293,千葉県,栄町,安食台１丁目,20241122,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,成田,七栄,122335,千葉県,富里市,御料,20240405,17,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,成田,七栄,122335,千葉県,富里市,七栄,20240104,18,その他,その他,キーなし,なし,なし
