罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,松戸東,馬橋,122076,千葉県,松戸市,八ケ崎１丁目,20240325,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,松戸東,馬橋,122076,千葉県,松戸市,八ケ崎６丁目,20240108,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,松戸東,馬橋,122076,千葉県,松戸市,馬橋,20240407,7,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,松戸東,馬橋,122076,千葉県,松戸市,三ケ月,20241006,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,流山,江戸川台,122203,千葉県,流山市,大字南,不明,不明,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,流山,東部,122203,千葉県,流山市,名都借,20240602,11,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,流山,東部,122203,千葉県,流山市,前ケ崎,20240927,17,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,流山,東部,122203,千葉県,流山市,松ケ丘１丁目,20240618,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,流山,流山中央,122203,千葉県,流山市,前平井,20241023,20,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,流山,流山中央,122203,千葉県,流山市,加６丁目,20240301,23,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,流山中央,122203,千葉県,流山市,三輪野山１丁目,20240416,7,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,流山中央,122203,千葉県,流山市,三輪野山１丁目,20240416,23,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,流山,初石,122203,千葉県,流山市,駒木,20240314,19,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,流山,初石,122203,千葉県,流山市,西初石４丁目,20240323,22,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,流山,初石,122203,千葉県,流山市,東初石３丁目,20240113,14,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,南流山駅前,122203,千葉県,流山市,大字西平井,20240926,19,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,流山,南流山駅前,122203,千葉県,流山市,南流山１丁目,20240630,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,南流山駅前,122203,千葉県,流山市,南流山２丁目,20241209,9,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,南流山駅前,122203,千葉県,流山市,南流山８丁目,20240114,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,南流山駅前,122203,千葉県,流山市,南流山８丁目,20240806,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,流山おおたかの森駅前,122203,千葉県,流山市,市野谷,20240225,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,流山,流山おおたかの森駅前,122203,千葉県,流山市,市野谷,20240925,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,流山,流山おおたかの森駅前,122203,千葉県,流山市,古間木,20240926,11,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,流山,流山おおたかの森駅前,122203,千葉県,流山市,おおたかの森西４丁目,20240925,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,流山,流山おおたかの森駅前,122203,千葉県,流山市,おおたかの森東２丁目,20240223,1,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,流山おおたかの森駅前,122203,千葉県,流山市,おおたかの森東４丁目,20241224,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,流山,流山セントラルパーク駅前,122203,千葉県,流山市,古間木,20240108,18,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,流山,流山セントラルパーク駅前,122203,千葉県,流山市,前平井,20240108,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,流山セントラルパーク駅前,122203,千葉県,流山市,前平井,20241023,13,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,流山,鰭ケ崎,122203,千葉県,流山市,大字鰭ケ崎,20240109,10,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,流山,鰭ケ崎,122203,千葉県,流山市,宮園２丁目,20240301,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,流山,鰭ケ崎,122203,千葉県,流山市,宮園２丁目,20240926,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,流山,鰭ケ崎,122203,千葉県,流山市,鰭ケ崎１丁目,20240301,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,千葉東,大宮,121045,千葉県,千葉市若葉区,大宮台３丁目,20240111,15,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,大宮,121045,千葉県,千葉市若葉区,大宮町,20240627,16,その他,その他,キーなし,あり,貨物自動車
窃盗,自動車盗,千葉東,大宮,121045,千葉県,千葉市若葉区,金親町,20241005,18,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉東,小倉,121045,千葉県,千葉市若葉区,加曽利町,20240723,20,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,桜木,121045,千葉県,千葉市若葉区,桜木５丁目,20240129,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,桜木,121045,千葉県,千葉市若葉区,桜木６丁目,20240328,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉東,桜木,121045,千葉県,千葉市若葉区,貝塚２丁目,20240326,18,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,桜木,121045,千葉県,千葉市若葉区,貝塚２丁目,20241212,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,千城台,121045,千葉県,千葉市若葉区,金親町,20240202,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,千城台,121045,千葉県,千葉市若葉区,金親町,20241002,18,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉東,千城台,121045,千葉県,千葉市若葉区,金親町,20241015,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,千城台,121045,千葉県,千葉市若葉区,金親町,20241025,0,その他,駐車（輪）場,キーあり,なし,なし
窃盗,自動車盗,千葉東,千城台,121045,千葉県,千葉市若葉区,高根町,20241110,15,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,都賀,121045,千葉県,千葉市若葉区,西都賀１丁目,20240321,17,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,みつわ台,121045,千葉県,千葉市若葉区,みつわ台３丁目,20240305,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,みつわ台,121045,千葉県,千葉市若葉区,若松町,20240624,18,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,若松,121045,千葉県,千葉市若葉区,みつわ台５丁目,20241201,12,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,千葉東,若松,121045,千葉県,千葉市若葉区,若松町,20240417,18,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,千葉東,若松,121045,千葉県,千葉市若葉区,若松町,20241028,13,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,若松,121045,千葉県,千葉市若葉区,若松町,20241204,20,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,千葉東,中田,121045,千葉県,千葉市若葉区,小間子町,20240412,8,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,中田,121045,千葉県,千葉市若葉区,旦谷町,20240713,11,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉東,中田,121045,千葉県,千葉市若葉区,旦谷町,20240713,11,道路上,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,中田,121045,千葉県,千葉市若葉区,富田町,20240220,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,中田,121045,千葉県,千葉市若葉区,中田町,20240401,17,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,中田,121045,千葉県,千葉市若葉区,中田町,20240318,6,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,中田,121045,千葉県,千葉市若葉区,中田町,20240717,19,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,中田,121045,千葉県,千葉市若葉区,谷当町,20240418,19,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,中野,121045,千葉県,千葉市若葉区,下田町,20240328,18,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷１丁目,20241001,20,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東道野辺６丁目,20240103,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,南鎌ケ谷１丁目,20241019,14,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山１丁目,20241015,14,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,北初富,20240216,8,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺中央２丁目,20240309,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,中沢新町,20240229,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,南初富１丁目,20240215,17,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,南初富３丁目,20240116,23,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,,,,,,20240919,7,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,千葉北,穴川,121037,千葉県,千葉市稲毛区,園生町,20240115,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,柏台,121037,千葉県,千葉市稲毛区,長沼町,20241010,22,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,こてはし台,121029,千葉県,千葉市花見川区,宇那谷町,20240924,18,その他,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,千葉北,こてはし台,121029,千葉県,千葉市花見川区,こてはし台５丁目,20240514,23,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,こてはし台,121029,千葉県,千葉市花見川区,こてはし台６丁目,20240207,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,こてはし台,121029,千葉県,千葉市花見川区,大日町,20240131,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,こてはし台,121029,千葉県,千葉市花見川区,大日町,20240911,18,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,千葉北,こてはし台,121029,千葉県,千葉市花見川区,横戸町,20240405,17,その他,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,千葉北,こてはし台,121029,千葉県,千葉市花見川区,横戸町,20240422,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,作草部,121037,千葉県,千葉市稲毛区,黒砂台３丁目,20241126,22,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉北,作草部,121037,千葉県,千葉市稲毛区,緑町２丁目,20240118,12,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,作新台,121029,千葉県,千葉市花見川区,作新台８丁目,20240802,8,４階建て以上共同住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,作新台,121029,千葉県,千葉市花見川区,長作町,20240402,5,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,作新台,121029,千葉県,千葉市花見川区,長作町,20240630,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,作新台,121029,千葉県,千葉市花見川区,長作町,20241008,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,作新台,121029,千葉県,千葉市花見川区,横戸町,20240507,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,作新台,121029,千葉県,千葉市花見川区,長作台２丁目,20240125,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,長沼,121029,千葉県,千葉市花見川区,犢橋町,20240131,不明,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,長沼,121029,千葉県,千葉市花見川区,犢橋町,20240603,7,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,千葉北,長沼,121029,千葉県,千葉市花見川区,犢橋町,20240803,22,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,長沼,121029,千葉県,千葉市花見川区,犢橋町,20240819,10,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,長沼,121029,千葉県,千葉市花見川区,三角町,20240903,0,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,長沼,121029,千葉県,千葉市花見川区,三角町,20241101,不明,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,長沼,121029,千葉県,千葉市花見川区,千種町,20240306,0,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,長沼,121029,千葉県,千葉市花見川区,千種町,20241008,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,長沼,121037,千葉県,千葉市稲毛区,山王町,20240413,13,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,長沼,121037,千葉県,千葉市稲毛区,園生町,20240617,19,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,畑,121029,千葉県,千葉市花見川区,畑町,20240807,1,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,花見川,121029,千葉県,千葉市花見川区,花島町,20241011,14,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,宮野木,121029,千葉県,千葉市花見川区,さつきが丘１丁目,20240115,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,宮野木,121029,千葉県,千葉市花見川区,さつきが丘１丁目,20240702,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,宮野木,121029,千葉県,千葉市花見川区,さつきが丘１丁目,20240801,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,宮野木,121029,千葉県,千葉市花見川区,さつきが丘２丁目,20240721,23,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,宮野木,121029,千葉県,千葉市花見川区,朝日ケ丘１丁目,20240913,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,宮野木,121037,千葉県,千葉市稲毛区,宮野木町,20240125,16,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉北,山王,121037,千葉県,千葉市稲毛区,小深町,20240306,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,山王,121037,千葉県,千葉市稲毛区,山王町,20240118,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,山王,121037,千葉県,千葉市稲毛区,長沼原町,20240220,14,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉北,山王,121037,千葉県,千葉市稲毛区,長沼原町,20240513,16,その他,その他,キーなし,なし,なし
窃盗,自動車盗,行徳,今井橋,122033,千葉県,市川市,新井２丁目,20240328,19,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,行徳,今井橋,122033,千葉県,市川市,島尻,20240817,14,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,行徳,今井橋,122033,千葉県,市川市,島尻,20240825,8,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,行徳,今井橋,122033,千葉県,市川市,島尻,20240826,21,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,行徳,今井橋,122033,千葉県,市川市,島尻,20240830,22,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,行徳,香取,122033,千葉県,市川市,欠真間２丁目,20240528,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,行徳,南行徳駅前,122033,千葉県,市川市,南行徳４丁目,20241125,19,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,行徳,塩焼,122033,千葉県,市川市,幸２丁目,20240309,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,行徳,塩焼,122033,千葉県,市川市,塩浜２丁目,20240110,15,道路上,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,行徳,塩焼,122033,千葉県,市川市,塩浜２丁目,20240831,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,行徳,塩焼,122033,千葉県,市川市,塩焼５丁目,20241222,18,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,行徳,妙典駅前,122033,千葉県,市川市,関ケ島,20240319,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,行徳,妙典駅前,122033,千葉県,市川市,富浜１丁目,20240614,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,行徳,妙典駅前,122033,千葉県,市川市,本塩,20241105,1,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,四街道,旭,122289,千葉県,四街道市,みそら３丁目,20240618,0,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,旭,122289,千葉県,四街道市,みのり町,20241027,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,四街道,旭,122289,千葉県,四街道市,吉岡,20241107,12,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,四街道,千代田,122289,千葉県,四街道市,内黒田,20241019,7,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,四街道,千代田,122289,千葉県,四街道市,つくし座１丁目,20240711,18,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,千代田,122289,千葉県,四街道市,つくし座１丁目,20241121,2,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,四街道,千代田,122289,千葉県,四街道市,もねの里６丁目,20240123,21,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,四街道,千代田,122289,千葉県,四街道市,もねの里６丁目,20240624,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,四街道,大日,122289,千葉県,四街道市,大日,20240210,0,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,大日,122289,千葉県,四街道市,大日,20240517,13,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,四街道,大日,122289,千葉県,四街道市,大日,20240610,23,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,大日,122289,千葉県,四街道市,大日,20240809,3,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,大日,122289,千葉県,四街道市,大日,20241121,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,四街道,大日,122289,千葉県,四街道市,中央,20240404,9,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,四街道,四街道駅前,122289,千葉県,四街道市,下志津新田,20240531,10,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
